ubigeo_gestor,slug,excel_relpath,departamento,provincia,distrito
081103,CUSCO-PAUCARTAMBO-CHALLABAMBA,Intersecciones/excels/CUSCO-PAUCARTAMBO-CHALLABAMBA.xlsx,CUSCO,PAUCARTAMBO,CHALLABAMBA
081306,CUSCO-URUBAMBA-OLLANTAYTAMBO,Intersecciones/excels/CUSCO-URUBAMBA-OLLANTAYTAMBO.xlsx,CUSCO,URUBAMBA,OLLANTAYTAMBO
081301,CUSCO-URUBAMBA-URUBAMBA,Intersecciones/excels/CUSCO-URUBAMBA-URUBAMBA.xlsx,CUSCO,URUBAMBA,URUBAMBA
090101,HUANCAVELICA-HUANCAVELICA-HUANCAVELICA,Intersecciones/excels/HUANCAVELICA-HUANCAVELICA-HUANCAVELICA.xlsx,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA
100102,HUANUCO-HUANUCO-AMARILIS,Intersecciones/excels/HUANUCO-HUANUCO-AMARILIS.xlsx,HUANUCO,HUANUCO,AMARILIS
100101,HUANUCO-HUANUCO-HUANUCO,Intersecciones/excels/HUANUCO-HUANUCO-HUANUCO.xlsx,HUANUCO,HUANUCO,HUANUCO
100604,HUANUCO-LEONCIO_PRADO-JOSE_CRESPO_Y_CASTILLO,Intersecciones/excels/HUANUCO-LEONCIO_PRADO-JOSE_CRESPO_Y_CASTILLO.xlsx,HUANUCO,LEONCIO_PRADO,JOSE_CRESPO_Y_CASTILLO
100601,HUANUCO-LEONCIO_PRADO-RUPA-RUPA,Intersecciones/excels/HUANUCO-LEONCIO_PRADO-RUPA-RUPA.xlsx,HUANUCO,LEONCIO_PRADO,RUPA-RUPA
110201,ICA-CHINCHA-CHINCHA_ALTA,Intersecciones/excels/ICA-CHINCHA-CHINCHA_ALTA.xlsx,ICA,CHINCHA,CHINCHA_ALTA
110207,ICA-CHINCHA-PUEBLO_NUEVO,Intersecciones/excels/ICA-CHINCHA-PUEBLO_NUEVO.xlsx,ICA,CHINCHA,PUEBLO_NUEVO
110101,ICA-ICA-ICA,Intersecciones/excels/ICA-ICA-ICA.xlsx,ICA,ICA,ICA
110102,ICA-ICA-LA_TINGUIÑA,Intersecciones/excels/ICA-ICA-LA_TINGUIÑA.xlsx,ICA,ICA,LA_TINGUIÑA
110106,ICA-ICA-PARCONA,Intersecciones/excels/ICA-ICA-PARCONA.xlsx,ICA,ICA,PARCONA
110108,ICA-ICA-SALAS,Intersecciones/excels/ICA-ICA-SALAS.xlsx,ICA,ICA,SALAS
110111,ICA-ICA-SANTIAGO,Intersecciones/excels/ICA-ICA-SANTIAGO.xlsx,ICA,ICA,SANTIAGO
110110,ICA-ICA-SAN_JUAN_BAUTISTA,Intersecciones/excels/ICA-ICA-SAN_JUAN_BAUTISTA.xlsx,ICA,ICA,SAN_JUAN_BAUTISTA
110112,ICA-ICA-SUBTANJALLA,Intersecciones/excels/ICA-ICA-SUBTANJALLA.xlsx,ICA,ICA,SUBTANJALLA
110301,ICA-NASCA-NASCA,Intersecciones/excels/ICA-NASCA-NASCA.xlsx,ICA,NASCA,NASCA
110501,ICA-PISCO-PISCO,Intersecciones/excels/ICA-PISCO-PISCO.xlsx,ICA,PISCO,PISCO
110506,ICA-PISCO-SAN_ANDRES,Intersecciones/excels/ICA-PISCO-SAN_ANDRES.xlsx,ICA,PISCO,SAN_ANDRES
110507,ICA-PISCO-SAN_CLEMENTE,Intersecciones/excels/ICA-PISCO-SAN_CLEMENTE.xlsx,ICA,PISCO,SAN_CLEMENTE
120302,JUNIN-CHANCHAMAYO-PERENE,Intersecciones/excels/JUNIN-CHANCHAMAYO-PERENE.xlsx,JUNIN,CHANCHAMAYO,PERENE
120303,JUNIN-CHANCHAMAYO-PICHANAQUI,Intersecciones/excels/JUNIN-CHANCHAMAYO-PICHANAQUI.xlsx,JUNIN,CHANCHAMAYO,PICHANAQUI
120901,JUNIN-CHUPACA-CHUPACA,Intersecciones/excels/JUNIN-CHUPACA-CHUPACA.xlsx,JUNIN,CHUPACA,CHUPACA
120905,JUNIN-CHUPACA-HUAMANCACA_CHICO,Intersecciones/excels/JUNIN-CHUPACA-HUAMANCACA_CHICO.xlsx,JUNIN,CHUPACA,HUAMANCACA_CHICO
120107,JUNIN-HUANCAYO-CHILCA,Intersecciones/excels/JUNIN-HUANCAYO-CHILCA.xlsx,JUNIN,HUANCAYO,CHILCA
120114,JUNIN-HUANCAYO-EL_TAMBO,Intersecciones/excels/JUNIN-HUANCAYO-EL_TAMBO.xlsx,JUNIN,HUANCAYO,EL_TAMBO
120119,JUNIN-HUANCAYO-HUANCAN,Intersecciones/excels/JUNIN-HUANCAYO-HUANCAN.xlsx,JUNIN,HUANCAYO,HUANCAN
120101,JUNIN-HUANCAYO-HUANCAYO,Intersecciones/excels/JUNIN-HUANCAYO-HUANCAYO.xlsx,JUNIN,HUANCAYO,HUANCAYO
120401,JUNIN-JAUJA-JAUJA,Intersecciones/excels/JUNIN-JAUJA-JAUJA.xlsx,JUNIN,JAUJA,JAUJA
120606,JUNIN-SATIPO-PANGOA,Intersecciones/excels/JUNIN-SATIPO-PANGOA.xlsx,JUNIN,SATIPO,PANGOA
120601,JUNIN-SATIPO-SATIPO,Intersecciones/excels/JUNIN-SATIPO-SATIPO.xlsx,JUNIN,SATIPO,SATIPO
140116,LAMBAYEQUE-CHICLAYO-CAYALTI,Intersecciones/excels/LAMBAYEQUE-CHICLAYO-CAYALTI.xlsx,LAMBAYEQUE,CHICLAYO,CAYALTI
140101,LAMBAYEQUE-CHICLAYO-CHICLAYO,Intersecciones/excels/LAMBAYEQUE-CHICLAYO-CHICLAYO.xlsx,LAMBAYEQUE,CHICLAYO,CHICLAYO
140105,LAMBAYEQUE-CHICLAYO-JOSE_LEONARDO_ORTIZ,Intersecciones/excels/LAMBAYEQUE-CHICLAYO-JOSE_LEONARDO_ORTIZ.xlsx,LAMBAYEQUE,CHICLAYO,JOSE_LEONARDO_ORTIZ
140106,LAMBAYEQUE-CHICLAYO-LA_VICTORIA,Intersecciones/excels/LAMBAYEQUE-CHICLAYO-LA_VICTORIA.xlsx,LAMBAYEQUE,CHICLAYO,LA_VICTORIA
140108,LAMBAYEQUE-CHICLAYO-MONSEFU,Intersecciones/excels/LAMBAYEQUE-CHICLAYO-MONSEFU.xlsx,LAMBAYEQUE,CHICLAYO,MONSEFU
140112,LAMBAYEQUE-CHICLAYO-PIMENTEL,Intersecciones/excels/LAMBAYEQUE-CHICLAYO-PIMENTEL.xlsx,LAMBAYEQUE,CHICLAYO,PIMENTEL
140118,LAMBAYEQUE-CHICLAYO-POMALCA,Intersecciones/excels/LAMBAYEQUE-CHICLAYO-POMALCA.xlsx,LAMBAYEQUE,CHICLAYO,POMALCA
140113,LAMBAYEQUE-CHICLAYO-REQUE,Intersecciones/excels/LAMBAYEQUE-CHICLAYO-REQUE.xlsx,LAMBAYEQUE,CHICLAYO,REQUE
140114,LAMBAYEQUE-CHICLAYO-SANTA_ROSA,Intersecciones/excels/LAMBAYEQUE-CHICLAYO-SANTA_ROSA.xlsx,LAMBAYEQUE,CHICLAYO,SANTA_ROSA
140120,LAMBAYEQUE-CHICLAYO-TUMAN,Intersecciones/excels/LAMBAYEQUE-CHICLAYO-TUMAN.xlsx,LAMBAYEQUE,CHICLAYO,TUMAN
140201,LAMBAYEQUE-FERREÑAFE-FERREÑAFE,Intersecciones/excels/LAMBAYEQUE-FERREÑAFE-FERREÑAFE.xlsx,LAMBAYEQUE,FERREÑAFE,FERREÑAFE
140206,LAMBAYEQUE-FERREÑAFE-PUEBLO_NUEVO,Intersecciones/excels/LAMBAYEQUE-FERREÑAFE-PUEBLO_NUEVO.xlsx,LAMBAYEQUE,FERREÑAFE,PUEBLO_NUEVO
140301,LAMBAYEQUE-LAMBAYEQUE-LAMBAYEQUE,Intersecciones/excels/LAMBAYEQUE-LAMBAYEQUE-LAMBAYEQUE.xlsx,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE
140307,LAMBAYEQUE-LAMBAYEQUE-MOTUPE,Intersecciones/excels/LAMBAYEQUE-LAMBAYEQUE-MOTUPE.xlsx,LAMBAYEQUE,LAMBAYEQUE,MOTUPE
140308,LAMBAYEQUE-LAMBAYEQUE-OLMOS,Intersecciones/excels/LAMBAYEQUE-LAMBAYEQUE-OLMOS.xlsx,LAMBAYEQUE,LAMBAYEQUE,OLMOS
130206,LA_LIBERTAD-ASCOPE-RAZURI,Intersecciones/excels/LA_LIBERTAD-ASCOPE-RAZURI.xlsx,LA_LIBERTAD,ASCOPE,RAZURI
130207,LA_LIBERTAD-ASCOPE-SANTIAGO_DE_CAO,Intersecciones/excels/LA_LIBERTAD-ASCOPE-SANTIAGO_DE_CAO.xlsx,LA_LIBERTAD,ASCOPE,SANTIAGO_DE_CAO
130401,LA_LIBERTAD-CHEPEN-CHEPEN,Intersecciones/excels/LA_LIBERTAD-CHEPEN-CHEPEN.xlsx,LA_LIBERTAD,CHEPEN,CHEPEN
130402,LA_LIBERTAD-CHEPEN-PACANGA,Intersecciones/excels/LA_LIBERTAD-CHEPEN-PACANGA.xlsx,LA_LIBERTAD,CHEPEN,PACANGA
130403,LA_LIBERTAD-CHEPEN-PUEBLO_NUEVO,Intersecciones/excels/LA_LIBERTAD-CHEPEN-PUEBLO_NUEVO.xlsx,LA_LIBERTAD,CHEPEN,PUEBLO_NUEVO
130702,LA_LIBERTAD-PACASMAYO-GUADALUPE,Intersecciones/excels/LA_LIBERTAD-PACASMAYO-GUADALUPE.xlsx,LA_LIBERTAD,PACASMAYO,GUADALUPE
130704,LA_LIBERTAD-PACASMAYO-PACASMAYO,Intersecciones/excels/LA_LIBERTAD-PACASMAYO-PACASMAYO.xlsx,LA_LIBERTAD,PACASMAYO,PACASMAYO
130701,LA_LIBERTAD-PACASMAYO-SAN_PEDRO_DE_LLOC,Intersecciones/excels/LA_LIBERTAD-PACASMAYO-SAN_PEDRO_DE_LLOC.xlsx,LA_LIBERTAD,PACASMAYO,SAN_PEDRO_DE_LLOC
130803,LA_LIBERTAD-PATAZ-CHILLIA,Intersecciones/excels/LA_LIBERTAD-PATAZ-CHILLIA.xlsx,LA_LIBERTAD,PATAZ,CHILLIA
130801,LA_LIBERTAD-PATAZ-TAYABAMBA,Intersecciones/excels/LA_LIBERTAD-PATAZ-TAYABAMBA.xlsx,LA_LIBERTAD,PATAZ,TAYABAMBA
130901,LA_LIBERTAD-SANCHEZ_CARRION-HUAMACHUCO,Intersecciones/excels/LA_LIBERTAD-SANCHEZ_CARRION-HUAMACHUCO.xlsx,LA_LIBERTAD,SANCHEZ_CARRION,HUAMACHUCO
130112,LA_LIBERTAD-TRUJILLO-ALTO_TRUJILLO,Intersecciones/excels/LA_LIBERTAD-TRUJILLO-ALTO_TRUJILLO.xlsx,LA_LIBERTAD,TRUJILLO,ALTO_TRUJILLO
130102,LA_LIBERTAD-TRUJILLO-EL_PORVENIR,Intersecciones/excels/LA_LIBERTAD-TRUJILLO-EL_PORVENIR.xlsx,LA_LIBERTAD,TRUJILLO,EL_PORVENIR
130103,LA_LIBERTAD-TRUJILLO-FLORENCIA_DE_MORA,Intersecciones/excels/LA_LIBERTAD-TRUJILLO-FLORENCIA_DE_MORA.xlsx,LA_LIBERTAD,TRUJILLO,FLORENCIA_DE_MORA
130104,LA_LIBERTAD-TRUJILLO-HUANCHACO,Intersecciones/excels/LA_LIBERTAD-TRUJILLO-HUANCHACO.xlsx,LA_LIBERTAD,TRUJILLO,HUANCHACO
130106,LA_LIBERTAD-TRUJILLO-LAREDO,Intersecciones/excels/LA_LIBERTAD-TRUJILLO-LAREDO.xlsx,LA_LIBERTAD,TRUJILLO,LAREDO
130105,LA_LIBERTAD-TRUJILLO-LA_ESPERANZA,Intersecciones/excels/LA_LIBERTAD-TRUJILLO-LA_ESPERANZA.xlsx,LA_LIBERTAD,TRUJILLO,LA_ESPERANZA
130107,LA_LIBERTAD-TRUJILLO-MOCHE,Intersecciones/excels/LA_LIBERTAD-TRUJILLO-MOCHE.xlsx,LA_LIBERTAD,TRUJILLO,MOCHE
