ID_INT;UBIGEO;DEPARTAMENTO;PROVINCIA;DISTRITO;LATITUD;LONGITUD;Vias;TIPO_REDVIAL;Competencia_Via;Competencia_Administrativa;Siniestro_fatal
I-122569;150111;LIMA;LIMA;EL AGUSTINO;-12.0347449;-77.00326555;AV. LAS MAGNOLIAS CDRA. 04/JR. CANTUTA;NO ASIGNADO;DISTRITAL;DISTRITAL;0
I-12344;080901;CUSCO;LA CONVENCION;SANTA ANA;-12.8627113;-72.69256569;Martin Pio Concha - jr. Independencia - jr. Dos de Mayo- Av. General Gamarra;NO ASIGNADO;DISTRITAL;PROVINCIAL;0
I-134088;180301;MOQUEGUA;ILO;ILO;-17.658639;-71.341433;Interseccion de Carretera Panamericana con Av. PEDRO HUILCA;NO ASIGNADO;DISTRITAL;PROVINCIAL;0
I-183850;131201;LA LIBERTAD;VIRU;VIRU;-8.415266;-78.752767;Calle Independencia con Calle Libertad;VECINAL;DISTRITAL;PROVINCIAL;0
I-267002;160601;LORETO;UCAYALI;CONTAMANA;-7.3474001;-75.0114577;Calle Samuel barsesath y calle amazonas;NO ASIGNADO;DISTRITAL;PROVINCIAL;0
I-267964;150811;LIMA;HUAURA;SAYAN;-11.1487941;-77.2460083;CETI ANDAHUASI - SAYAN;VECINAL;DISTRITAL;DISTRITAL;0
I-269043;021809;ANCASH;SANTA;NUEVO CHIMBOTE;-9.137404;-78.505246;Av pacífico con av. Alcatraces;NO ASIGNADO;DISTRITAL;DISTRITAL;0
I-274835;150811;LIMA;HUAURA;SAYAN;-11.134655;-77.191149;Elias Ipince - Sayan;NO ASIGNADO;DISTRITAL;DISTRITAL;0
I-353042;131201;LA LIBERTAD;VIRU;VIRU;-8.466594;-78.8588;Carretera Valdemar con Carretera de penetracion al Carmelo  Los Laureles;NO ASIGNADO;DISTRITAL;PROVINCIAL;1
I-439851;150811;LIMA;HUAURA;SAYAN;-11.235412;-77.381778;IRRIGACION SANTA ROSA - SAYAN;NO ASIGNADO;DISTRITAL;DISTRITAL;0
I-52417;220901;SAN MARTIN;SAN MARTIN;TARAPOTO;-6.482555415;-76.36530484;Jr. San Martín intersección con Jr. Tomás Villacorta;NO ASIGNADO;DISTRITAL;PROVINCIAL;0
I-52850;220910;SAN MARTIN;SAN MARTIN;MORALES;-6.48495498;-76.3852716;JR JOSE GALVEZ CDRA 7 CON FRANCISCO TORRES. CDR 1;NO ASIGNADO;DISTRITAL;DISTRITAL;0
I-63129;110106;ICA;ICA;PARCONA;-14.0437191;-75.6992263;Calle DOMINGO ELIAS CON RAUL PORRAS;NO ASIGNADO;DISTRITAL;DISTRITAL;1
I-93943;150143;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;-12.22479534;-76.90737343;JR. JORGE CHAVEZ CON JR. MIGUEL GRAU;NO ASIGNADO;DISTRITAL;DISTRITAL;0
I-98024;150118;LIMA;LIMA;LURIGANCHO;-11.93711813;-76.69941173;Cruce de jr cUsco con jr Iquitos;NO ASIGNADO;DISTRITAL;DISTRITAL;0
l-10009;150140;LIMA;LIMA;SANTIAGO DE SURCO;-12.116941;-76.983315;ALAMEDA MONTE UMBROSO CON JR. CONDE DE LA VEGA DELREN;NO ASIGNADO;DISTRITAL;DISTRITAL;0
l-49770;010101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;-6.2333927;-77.867265;Hermosura / Sociego;NO ASIGNADO;DISTRITAL;PROVINCIAL;1
l-120254;021801;ANCASH;SANTA;CHIMBOTE;-9.0744678;-78.5768563;Avenida Camino Real / Jr. Miguel Grau;NO ASIGNADO;DISTRITAL;PROVINCIAL;1
l-120255;021801;ANCASH;SANTA;CHIMBOTE;-9.0743835;-78.5768533;Avenida Camino Real / Jr. Miguel Grau;NO ASIGNADO;DISTRITAL;PROVINCIAL;1
l-100379;150143;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;-12.138481;-76.949657;AV. SIMON BOLIVAR CON JR. ELIAS AGUIRRE;NO ASIGNADO;DISTRITAL;DISTRITAL;0
l-133966;021601;ANCASH;POMABAMBA;POMABAMBA;-8.8246764;-77.4605492;-;VECINAL;DISTRITAL;PROVINCIAL;1
l-133967;021601;ANCASH;POMABAMBA;POMABAMBA;-8.824782;-77.4606878;-;VECINAL;DISTRITAL;PROVINCIAL;1
l-182007;020601;ANCASH;CARHUAZ;CARHUAZ;-9.2845368;-77.6494909;La Merced;VECINAL;DISTRITAL;PROVINCIAL;1
l-100683;150143;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;-12.161681;-76.949208;JR. PROGRESO CON CA. SAN MARTIN DE PORRES;NO ASIGNADO;DISTRITAL;DISTRITAL;0
l-100684;150143;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;-12.16499;-76.946837;AV. EL TRIUNFO CON JR. PROGRESO;NO ASIGNADO;DISTRITAL;DISTRITAL;0
l-195716;020601;ANCASH;CARHUAZ;CARHUAZ;-9.2848541;-77.6498622;-;VECINAL;DISTRITAL;PROVINCIAL;1
l-195717;020601;ANCASH;CARHUAZ;CARHUAZ;-9.284907;-77.6497626;-;VECINAL;DISTRITAL;PROVINCIAL;1
l-197863;020606;ANCASH;CARHUAZ;MARCARA;-9.3287728;-77.5538403;-;NO ASIGNADO;DISTRITAL;DISTRITAL;1
l-197889;020606;ANCASH;CARHUAZ;MARCARA;-9.3286196;-77.5534859;-;VECINAL;DISTRITAL;DISTRITAL;1
l-101109;150114;LIMA;LIMA;LA MOLINA;-12.069465;-76.946654;Jr. Madre de Dios con Jr. Arequipa;NO ASIGNADO;DISTRITAL;DISTRITAL;0
l-197930;020606;ANCASH;CARHUAZ;MARCARA;-9.3282931;-77.5535316;-;VECINAL;DISTRITAL;DISTRITAL;1
l-101289;150143;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;-12.187449;-76.924316;AV. 27 DE DICIEMBRE CON AV. FRANCISCO PIZARRO;NO ASIGNADO;DISTRITAL;DISTRITAL;0
l-197935;020606;ANCASH;CARHUAZ;MARCARA;-9.3283561;-77.5535121;-;VECINAL;DISTRITAL;DISTRITAL;1
l-197936;020606;ANCASH;CARHUAZ;MARCARA;-9.3287014;-77.5531723;-;VECINAL;DISTRITAL;DISTRITAL;1
l-101667;150143;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;-12.172903;-76.94299;JR. PROGRESO CON JR. CARLOS DELLEPIANNI;NO ASIGNADO;DISTRITAL;DISTRITAL;0
l-261243;021809;ANCASH;SANTA;NUEVO CHIMBOTE;-9.1115779;-78.5459167;Avenida Victor Raúl Haya de la Torre;NO ASIGNADO;DISTRITAL;DISTRITAL;1
l-261244;021809;ANCASH;SANTA;NUEVO CHIMBOTE;-9.1115193;-78.5459739;Avenida Victor Raúl Haya de la Torre;NO ASIGNADO;DISTRITAL;DISTRITAL;1
l-261288;021801;ANCASH;SANTA;CHIMBOTE;-9.0335598;-78.5612414;-;NO ASIGNADO;DISTRITAL;PROVINCIAL;1
l-102274;150114;LIMA;LIMA;LA MOLINA;-12.068814;-76.945372;Jr. Madre de Dios con Jr. Cuzco;NO ASIGNADO;DISTRITAL;DISTRITAL;0
l-344394;021601;ANCASH;POMABAMBA;POMABAMBA;-8.8193111;-77.4609481;HE DON HUAMACHUCO CON JIRÃ“N ARICA;VECINAL;DISTRITAL;PROVINCIAL;0
l-440394;021801;ANCASH;SANTA;CHIMBOTE;-9.074489;-78.584174;AV. CAMINO REAL CON JR. LIBERTAD;NO ASIGNADO;DISTRITAL;PROVINCIAL;0
l-341537;021601;ANCASH;POMABAMBA;POMABAMBA;-8.7870454;-77.5105279;-;NO ASIGNADO;DISTRITAL;PROVINCIAL;1
l-384383;021601;ANCASH;POMABAMBA;POMABAMBA;-8.8248315;-77.4607399;-;VECINAL;DISTRITAL;PROVINCIAL;1
l-384384;021601;ANCASH;POMABAMBA;POMABAMBA;-8.8220278;-77.462951;-;VECINAL;DISTRITAL;PROVINCIAL;1
l-398007;021801;ANCASH;SANTA;CHIMBOTE;-9.0764895;-78.5902974;Avenida José Gálvez / Avenida José Pardo;NO ASIGNADO;DISTRITAL;PROVINCIAL;1
l-435799;021809;ANCASH;SANTA;NUEVO CHIMBOTE;-9.1168587;-78.5399168;Avenida Victor Raúl Haya de la Torre;NO ASIGNADO;DISTRITAL;DISTRITAL;1
l-438856;021809;ANCASH;SANTA;NUEVO CHIMBOTE;-9.116812;-78.5399783;Avenida Victor Raúl Haya de la Torre;NO ASIGNADO;DISTRITAL;DISTRITAL;1
l-438858;021809;ANCASH;SANTA;NUEVO CHIMBOTE;-9.1169799;-78.54004;Avenida Victor Raúl Haya de la Torre;NO ASIGNADO;DISTRITAL;DISTRITAL;1
l-438911;021809;ANCASH;SANTA;NUEVO CHIMBOTE;-9.1165621;-78.5396524;Avenida Buenos Aires / Jr. Tangay;NO ASIGNADO;DISTRITAL;DISTRITAL;1
l-438986;021801;ANCASH;SANTA;CHIMBOTE;-9.0745724;-78.5728936;Jr. Santa Cruz;NO ASIGNADO;DISTRITAL;PROVINCIAL;1
l-439031;021801;ANCASH;SANTA;CHIMBOTE;-9.0746853;-78.582919;Avenida Camino Real / Jr. Ancash;NO ASIGNADO;DISTRITAL;PROVINCIAL;1
l-440277;021801;ANCASH;SANTA;CHIMBOTE;-9.0785457;-78.5908417;Prolongación Miguel Grau;NO ASIGNADO;DISTRITAL;PROVINCIAL;1
l-447525;021801;ANCASH;SANTA;CHIMBOTE;-9.0746105;-78.5832459;Avenida Camino Real;NO ASIGNADO;DISTRITAL;PROVINCIAL;1
l-447526;021801;ANCASH;SANTA;CHIMBOTE;-9.0745958;-78.5829021;Avenida Camino Real / Jr. Ancash;NO ASIGNADO;DISTRITAL;PROVINCIAL;1
l-45182;021809;ANCASH;SANTA;NUEVO CHIMBOTE;-9.118419;-78.529517;Avenida Brasil / Avenida Country;NO ASIGNADO;DISTRITAL;DISTRITAL;1
l-45238;021809;ANCASH;SANTA;NUEVO CHIMBOTE;-9.0826882;-78.5233921;-;VECINAL;DISTRITAL;DISTRITAL;1
l-1041;080106;CUSCO;CUSCO;SANTIAGO;-13.535362;-71.985571;RAMIRO PRIALE;NO ASIGNADO;DISTRITAL;DISTRITAL;0
l-45252;021801;ANCASH;SANTA;CHIMBOTE;-9.0743828;-78.5726598;Avenida Camino Real / Jr. Santa Cruz;NO ASIGNADO;DISTRITAL;PROVINCIAL;1
l-45302;021801;ANCASH;SANTA;CHIMBOTE;-9.0744661;-78.5767093;Avenida Camino Real / Jr. Miguel Grau;NO ASIGNADO;DISTRITAL;PROVINCIAL;2
l-45303;021801;ANCASH;SANTA;CHIMBOTE;-9.0743825;-78.576708;Avenida Camino Real / Jr. Miguel Grau;NO ASIGNADO;DISTRITAL;PROVINCIAL;1
l-45534;021809;ANCASH;SANTA;NUEVO CHIMBOTE;-9.111478;-78.5458316;Avenida Victor Raúl Haya de la Torre;NO ASIGNADO;DISTRITAL;DISTRITAL;1
l-45535;021809;ANCASH;SANTA;NUEVO CHIMBOTE;-9.1114244;-78.5458954;Avenida Victor Raúl Haya de la Torre;NO ASIGNADO;DISTRITAL;DISTRITAL;1
l-45556;021809;ANCASH;SANTA;NUEVO CHIMBOTE;-9.1247941;-78.5288447;Avenida Pacífico;NO ASIGNADO;DISTRITAL;DISTRITAL;1
l-104502;150123;LIMA;LIMA;PACHACAMAC;-12.088769;-76.881536;CA. LOS CLAVELES - CA. LAS AZUCENAS;NO ASIGNADO;DISTRITAL;DISTRITAL;0
l-45559;021809;ANCASH;SANTA;NUEVO CHIMBOTE;-9.1284178;-78.5183604;Avenida Pacífico;NO ASIGNADO;DISTRITAL;DISTRITAL;1
l-45560;021809;ANCASH;SANTA;NUEVO CHIMBOTE;-9.1284266;-78.518121;Avenida Pacífico;NO ASIGNADO;DISTRITAL;DISTRITAL;1
l-45672;021803;ANCASH;SANTA;COISHCO;-9.0203614;-78.6125442;Calle Kennedy;NO ASIGNADO;DISTRITAL;DISTRITAL;1
l-45673;021803;ANCASH;SANTA;COISHCO;-9.0205304;-78.6127198;Calle Kennedy / Jr. Manco Capac;NO ASIGNADO;DISTRITAL;DISTRITAL;1
l-45674;021803;ANCASH;SANTA;COISHCO;-9.0200901;-78.6122622;Calle Kennedy / Jr. Cesar Vallejo;NO ASIGNADO;DISTRITAL;DISTRITAL;1
l-45853;021809;ANCASH;SANTA;NUEVO CHIMBOTE;-9.1170888;-78.5401845;Jr. Cahuide;NO ASIGNADO;DISTRITAL;DISTRITAL;1
l-46129;021801;ANCASH;SANTA;CHIMBOTE;-9.083455;-78.5734801;Jr. Drenaje / Prolongación Leoncio Prado;NO ASIGNADO;DISTRITAL;PROVINCIAL;1
l-46222;021809;ANCASH;SANTA;NUEVO CHIMBOTE;-9.1169384;-78.5400804;Avenida Victor Raúl Haya de la Torre;NO ASIGNADO;DISTRITAL;DISTRITAL;1
l-46286;021801;ANCASH;SANTA;CHIMBOTE;-9.0744815;-78.5763156;Avenida Camino Real / Jr. Mariscal Ureta;NO ASIGNADO;DISTRITAL;PROVINCIAL;1
l-46287;021801;ANCASH;SANTA;CHIMBOTE;-9.0744;-78.5763181;Avenida Camino Real / Jr. Mariscal Ureta;NO ASIGNADO;DISTRITAL;PROVINCIAL;1
l-46406;021801;ANCASH;SANTA;CHIMBOTE;-9.0624365;-78.5853761;Pasaje Andrés Avelino Cáceres;NO ASIGNADO;DISTRITAL;PROVINCIAL;1
l-46409;021801;ANCASH;SANTA;CHIMBOTE;-9.0623786;-78.5853157;Jr. Salamanca;NO ASIGNADO;DISTRITAL;PROVINCIAL;1
l-46638;021809;ANCASH;SANTA;NUEVO CHIMBOTE;-9.1168067;-78.5398862;Avenida Buenos Aires;NO ASIGNADO;DISTRITAL;DISTRITAL;1
l-46639;021809;ANCASH;SANTA;NUEVO CHIMBOTE;-9.1168382;-78.5399315;Avenida Buenos Aires;NO ASIGNADO;DISTRITAL;DISTRITAL;1
l-46706;021801;ANCASH;SANTA;CHIMBOTE;-9.0749551;-78.5829886;Jr. Ancash / Prolongación Alfonso Ugarte;NO ASIGNADO;DISTRITAL;PROVINCIAL;1
l-46874;021809;ANCASH;SANTA;NUEVO CHIMBOTE;-9.1183619;-78.5296439;Avenida Brasil / Avenida Country;NO ASIGNADO;DISTRITAL;DISTRITAL;1
l-47020;021809;ANCASH;SANTA;NUEVO CHIMBOTE;-9.1249547;-78.5283686;Avenida Pacífico;NO ASIGNADO;DISTRITAL;DISTRITAL;1
l-47021;021809;ANCASH;SANTA;NUEVO CHIMBOTE;-9.124658;-78.5287419;Avenida Pacífico;NO ASIGNADO;DISTRITAL;DISTRITAL;1
l-105846;150107;LIMA;LIMA;CHACLACAYO;-11.978749;-76.777976;AV. LAS LADERAS CON INTERSECCION AV. PROL. LOS OLIVOS;NO ASIGNADO;DISTRITAL;DISTRITAL;0
l-47446;021801;ANCASH;SANTA;CHIMBOTE;-9.0761557;-78.5901963;Avenida José Gálvez / Avenida José Pardo;NO ASIGNADO;DISTRITAL;PROVINCIAL;1
l-47447;021801;ANCASH;SANTA;CHIMBOTE;-9.0761895;-78.59008;Avenida José Gálvez / Avenida José Pardo;NO ASIGNADO;DISTRITAL;PROVINCIAL;1
l-496448;021803;ANCASH;SANTA;COISHCO;-9.0201422;-78.6127916;-;NO ASIGNADO;DISTRITAL;DISTRITAL;1
l-496635;021801;ANCASH;SANTA;CHIMBOTE;-9.0626443;-78.5850073;Pasaje José Olaya / Pasaje San Martín;NO ASIGNADO;DISTRITAL;PROVINCIAL;1
l-496639;021801;ANCASH;SANTA;CHIMBOTE;-9.0623154;-78.5850213;Jr. Salamanca / Pasaje San Martín;NO ASIGNADO;DISTRITAL;PROVINCIAL;1
l-53418;020601;ANCASH;CARHUAZ;CARHUAZ;-9.2826292;-77.6478158;Avenida La Merced / Jr. 2 de Mayo;NO ASIGNADO;DISTRITAL;PROVINCIAL;1
l-702823;021801;ANCASH;SANTA;CHIMBOTE;-9.0765224;-78.5901801;Avenida José Gálvez / Avenida José Pardo;NO ASIGNADO;DISTRITAL;PROVINCIAL;1
l-733628;021809;ANCASH;SANTA;NUEVO CHIMBOTE;-9.1285814;-78.5183202;-;NO ASIGNADO;DISTRITAL;DISTRITAL;1
l-733629;021809;ANCASH;SANTA;NUEVO CHIMBOTE;-9.1285861;-78.5181854;-;NO ASIGNADO;DISTRITAL;DISTRITAL;1
l-734309;021801;ANCASH;SANTA;CHIMBOTE;-9.03377;-78.5609469;-;NO ASIGNADO;DISTRITAL;PROVINCIAL;1
l-734310;021801;ANCASH;SANTA;CHIMBOTE;-9.0336481;-78.5608616;-;NO ASIGNADO;DISTRITAL;PROVINCIAL;1
l-734311;021801;ANCASH;SANTA;CHIMBOTE;-9.0339101;-78.5610449;-;NO ASIGNADO;DISTRITAL;PROVINCIAL;1
l-734548;021801;ANCASH;SANTA;CHIMBOTE;-9.0744778;-78.5773769;Avenida Camino Real / Jr. Manuel Seoane;NO ASIGNADO;DISTRITAL;PROVINCIAL;1
l-734549;021801;ANCASH;SANTA;CHIMBOTE;-9.0743901;-78.5773889;Avenida Camino Real / Jr. Manuel Seoane;NO ASIGNADO;DISTRITAL;PROVINCIAL;1
l-801075;021809;ANCASH;SANTA;NUEVO CHIMBOTE;-9.1169613;-78.5400646;Jr. Cahuide;NO ASIGNADO;DISTRITAL;DISTRITAL;1
l-140758;030201;APURIMAC;ANDAHUAYLAS;ANDAHUAYLAS;-13.6586154;-73.4101649;Avenida Confraternidad;VECINAL;DISTRITAL;PROVINCIAL;1
l-46880;021809;ANCASH;SANTA;NUEVO CHIMBOTE;-9.1195088;-78.5232735;AV.BRASIL CON AV.COUNTRY;NO ASIGNADO;DISTRITAL;DISTRITAL;0
l-140762;030201;APURIMAC;ANDAHUAYLAS;ANDAHUAYLAS;-13.6595384;-73.3977116;Avenida Confraternidad;VECINAL;DISTRITAL;PROVINCIAL;1
l-140811;030201;APURIMAC;ANDAHUAYLAS;ANDAHUAYLAS;-13.6573615;-73.3912556;Jr. Abancay / Jr. Santa Rosa;NO ASIGNADO;DISTRITAL;PROVINCIAL;1
l-140862;030201;APURIMAC;ANDAHUAYLAS;ANDAHUAYLAS;-13.6599299;-73.3734491;Avenida Malinas;NO ASIGNADO;DISTRITAL;PROVINCIAL;1
l-140916;030201;APURIMAC;ANDAHUAYLAS;ANDAHUAYLAS;-13.6598451;-73.3843464;Avenida Los Libertadores / Avenida Malinas;NO ASIGNADO;DISTRITAL;PROVINCIAL;1
l-140930;030201;APURIMAC;ANDAHUAYLAS;ANDAHUAYLAS;-13.6601409;-73.3842247;Avenida Los Libertadores;NO ASIGNADO;DISTRITAL;PROVINCIAL;1
l-140949;030201;APURIMAC;ANDAHUAYLAS;ANDAHUAYLAS;-13.6651996;-73.391871;Avenida Lázaro Carrillo;VECINAL;DISTRITAL;PROVINCIAL;1
l-140988;030201;APURIMAC;ANDAHUAYLAS;ANDAHUAYLAS;-13.6651671;-73.3917702;Avenida Lázaro Carrillo;VECINAL;DISTRITAL;PROVINCIAL;1
l-141159;030213;APURIMAC;ANDAHUAYLAS;SAN JERONIMO;-13.6494978;-73.3632132;Jr. Astohuaraca / Jr. Bolognesi;NO ASIGNADO;DISTRITAL;DISTRITAL;1
l-141242;030213;APURIMAC;ANDAHUAYLAS;SAN JERONIMO;-13.6497088;-73.3639174;Jr. 28 de Julio / Jr. Bolognesi;NO ASIGNADO;DISTRITAL;DISTRITAL;1
l-222155;030602;APURIMAC;CHINCHEROS;ANCO_HUALLO;-13.5232106;-73.6846034;-;VECINAL;DISTRITAL;DISTRITAL;0
l-222156;030602;APURIMAC;CHINCHEROS;ANCO_HUALLO;-13.5230583;-73.6843843;-;VECINAL;DISTRITAL;DISTRITAL;1
l-222158;030602;APURIMAC;CHINCHEROS;ANCO_HUALLO;-13.5235347;-73.6843419;Avenida Ramón Castilla;VECINAL;DISTRITAL;DISTRITAL;1
l-222159;030602;APURIMAC;CHINCHEROS;ANCO_HUALLO;-13.5234183;-73.6841597;-;VECINAL;DISTRITAL;DISTRITAL;1
l-109036;150123;LIMA;LIMA;PACHACAMAC;-12.114638;-76.872025;CA. 36 - CA. 57;NO ASIGNADO;DISTRITAL;DISTRITAL;0
l-303820;040520;AREQUIPA;CAYLLOMA;MAJES;-16.323301;-72.180679;AV. COLECTORA CON INTERCEPCION CON CALLE 202,;NO ASIGNADO;DISTRITAL;DISTRITAL;0
l-244337;030201;APURIMAC;ANDAHUAYLAS;ANDAHUAYLAS;-13.6600144;-73.3841794;Avenida Malinas;NO ASIGNADO;DISTRITAL;PROVINCIAL;1
l-250320;030602;APURIMAC;CHINCHEROS;ANCO_HUALLO;-13.5299647;-73.674009;Avenida Andrés Avelino Cáceres / Avenida La Cultura / Avenida Ricardo Palma;VECINAL;DISTRITAL;DISTRITAL;1
l-541272;030213;APURIMAC;ANDAHUAYLAS;SAN JERONIMO;-13.6522228;-73.3578899;-;NO ASIGNADO;DISTRITAL;DISTRITAL;1
l-541273;030213;APURIMAC;ANDAHUAYLAS;SAN JERONIMO;-13.652271;-73.3580746;-;NO ASIGNADO;DISTRITAL;DISTRITAL;1
l-541410;030213;APURIMAC;ANDAHUAYLAS;SAN JERONIMO;-13.6701605;-73.2873156;-;NO ASIGNADO;DISTRITAL;DISTRITAL;1
l-541411;030213;APURIMAC;ANDAHUAYLAS;SAN JERONIMO;-13.6706349;-73.2875325;-;NO ASIGNADO;DISTRITAL;DISTRITAL;1
l-541413;030213;APURIMAC;ANDAHUAYLAS;SAN JERONIMO;-13.6706409;-73.2877241;-;NO ASIGNADO;DISTRITAL;DISTRITAL;1
l-11059;160101;LORETO;MAYNAS;IQUITOS;-3.742052;-73.24867;Calle Loreto con Tnt Pinglo;NO ASIGNADO;DISTRITAL;PROVINCIAL;0
l-730502;030201;APURIMAC;ANDAHUAYLAS;ANDAHUAYLAS;-13.65927;-73.3975995;-;VECINAL;DISTRITAL;PROVINCIAL;1
l-475821;040112;AREQUIPA;AREQUIPA;PAUCARPATA;-16.40791;-71.476937;PROLONGACION MIGUEL GRAU CON CALLE TUPAC AMARU;NO ASIGNADO;DISTRITAL;DISTRITAL;1
l-522165;040520;AREQUIPA;CAYLLOMA;MAJES;-16.3526;-72.208816;ASOCIACIÓN VILLA INDUCTRIAL MZ. D LOTE 01 PEDREGAL;NO ASIGNADO;DISTRITAL;DISTRITAL;1
l-83888;040104;AREQUIPA;AREQUIPA;CERRO COLORADO;-16.392064;-71.5643014;Avenida Garcilazo de la Vega;NO ASIGNADO;DISTRITAL;DISTRITAL;1
l-14814;040101;AREQUIPA;AREQUIPA;AREQUIPA;-16.3971967;-71.5332068;Calle Rivero / Calle Santa Marta;NO ASIGNADO;DISTRITAL;PROVINCIAL;1
l-11111;160101;LORETO;MAYNAS;IQUITOS;-3.743895;-73.246366;Calle Loreto con Callao;NO ASIGNADO;DISTRITAL;PROVINCIAL;0
l-177415;040101;AREQUIPA;AREQUIPA;AREQUIPA;-16.3964002;-71.5426316;Calle Beaterio / Calle la Recoleta;NO ASIGNADO;DISTRITAL;PROVINCIAL;1
l-177420;040101;AREQUIPA;AREQUIPA;AREQUIPA;-16.415389;-71.5339601;Avenida Daniel Alcides Carrión;NO ASIGNADO;DISTRITAL;PROVINCIAL;1
l-177423;040103;AREQUIPA;AREQUIPA;CAYMA;-16.3496112;-71.5483629;Calle Piura / Jr. José Carlos Mariátegui;NO ASIGNADO;DISTRITAL;DISTRITAL;1
l-178769;040702;AREQUIPA;ISLAY;COCACHACRA;-17.0910442;-71.774892;Calle Mateo Pumacahua;VECINAL;DISTRITAL;DISTRITAL;1
l-197360;040112;AREQUIPA;AREQUIPA;PAUCARPATA;-16.41072;-71.5133139;Avenida Jesús / Avenida los Incas / Prolongación Avenida Jesús;VECINAL;DISTRITAL;DISTRITAL;1
l-197361;040112;AREQUIPA;AREQUIPA;PAUCARPATA;-16.4107372;-71.5133362;Avenida los Incas / Prolongación Avenida Jesús;VECINAL;DISTRITAL;DISTRITAL;1
l-197362;040112;AREQUIPA;AREQUIPA;PAUCARPATA;-16.4107266;-71.5131936;Avenida Jesús / Avenida los Incas / Prolongación Avenida Jesús;VECINAL;DISTRITAL;DISTRITAL;1
l-197363;040112;AREQUIPA;AREQUIPA;PAUCARPATA;-16.4107446;-71.5131748;Calle Londres / Prolongación Avenida Jesús;VECINAL;DISTRITAL;DISTRITAL;1
l-197445;040104;AREQUIPA;AREQUIPA;CERRO COLORADO;-16.3754516;-71.557721;Avenida Aviación;VECINAL;DISTRITAL;DISTRITAL;1
l-197447;040104;AREQUIPA;AREQUIPA;CERRO COLORADO;-16.375553;-71.5576397;Avenida Aviación / Calle Miguel Grau;VECINAL;DISTRITAL;DISTRITAL;1
l-197486;040101;AREQUIPA;AREQUIPA;AREQUIPA;-16.4057806;-71.5400894;Alameda Mario Vargas Llosa / Avenida Salaverry;NO ASIGNADO;DISTRITAL;PROVINCIAL;1
l-197504;040101;AREQUIPA;AREQUIPA;AREQUIPA;-16.4057349;-71.5401318;Alameda Mario Vargas Llosa / Avenida Salaverry;NO ASIGNADO;DISTRITAL;PROVINCIAL;1
l-197506;040101;AREQUIPA;AREQUIPA;AREQUIPA;-16.4057337;-71.540049;Alameda Mario Vargas Llosa / Avenida Salaverry;NO ASIGNADO;DISTRITAL;PROVINCIAL;1
l-197551;040110;AREQUIPA;AREQUIPA;MIRAFLORES;-16.4007476;-71.5162335;Avenida Venezuela;NO ASIGNADO;DISTRITAL;DISTRITAL;1
l-197552;040110;AREQUIPA;AREQUIPA;MIRAFLORES;-16.400685;-71.5161868;Avenida Venezuela;NO ASIGNADO;DISTRITAL;DISTRITAL;1
l-197578;040110;AREQUIPA;AREQUIPA;MIRAFLORES;-16.390473;-71.5162672;Avenida Goyeneche / Calle Sánchez Trujillo;VECINAL;DISTRITAL;DISTRITAL;1
l-197785;040104;AREQUIPA;AREQUIPA;CERRO COLORADO;-16.3264516;-71.5904049;Avenida Vía 54;NO ASIGNADO;DISTRITAL;DISTRITAL;1
l-112702;150110;LIMA;LIMA;COMAS;-11.97015;-77.060506;CALLE LEANDRO ALVIÑA CON CALLE PEDRO BENVENUTTO;NO ASIGNADO;DISTRITAL;DISTRITAL;0
l-197788;040104;AREQUIPA;AREQUIPA;CERRO COLORADO;-16.3264585;-71.5898355;Avenida Vía 54;NO ASIGNADO;DISTRITAL;DISTRITAL;1
l-214151;040101;AREQUIPA;AREQUIPA;AREQUIPA;-16.4149176;-71.534333;Avenida Daniel Alcides Carrión / Calle San Rafael;NO ASIGNADO;DISTRITAL;PROVINCIAL;1
l-214152;040101;AREQUIPA;AREQUIPA;AREQUIPA;-16.4153245;-71.5341481;Avenida Daniel Alcides Carrión / Calle Cabrera Valdez;NO ASIGNADO;DISTRITAL;PROVINCIAL;1
l-214168;040129;AREQUIPA;AREQUIPA;JOSE LUIS BUSTAMANTE Y RIVERO;-16.4214134;-71.5414472;Avenida Pedro P. Diaz / Calle Ambrosio Vucetich;NO ASIGNADO;DISTRITAL;DISTRITAL;1
l-234730;040702;AREQUIPA;ISLAY;COCACHACRA;-17.103877;-71.7826006;Avenida Libertad;VECINAL;DISTRITAL;DISTRITAL;1
l-248006;040208;AREQUIPA;CAMANA;SAMUEL PASTOR;-16.6102567;-72.7153276;-;VECINAL;DISTRITAL;DISTRITAL;1
l-266375;040104;AREQUIPA;AREQUIPA;CERRO COLORADO;-16.346489;-71.6065588;Autopista La Joya - Arequipa;NO ASIGNADO;DISTRITAL;DISTRITAL;1
l-266376;040104;AREQUIPA;AREQUIPA;CERRO COLORADO;-16.3460551;-71.6061943;Autopista La Joya - Arequipa;NO ASIGNADO;DISTRITAL;DISTRITAL;1
