ubigeo,departamento,provincia,distrito,slug,tipo,excel_relpath
010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,AMAZONAS-CHACHAPOYAS-CHACHAPOYAS,A,ZonasEscolares/excels/AMAZONAS-CHACHAPOYAS-CHACHAPOYAS.xlsx
010102,AMAZONAS,CHACHAPOYAS,ASUNCION,AMAZONAS-CHACHAPOYAS-ASUNCION,F,ZonasEscolares/excels/AMAZONAS-CHACHAPOYAS-ASUNCION.xlsx
010103,AMAZONAS,CHACHAPOYAS,BALSAS,AMAZONAS-CHACHAPOYAS-BALSAS,G,ZonasEscolares/excels/AMAZONAS-CHACHAPOYAS-BALSAS.xlsx
010104,AMAZONAS,CHACHAPOYAS,CHETO,AMAZONAS-CHACHAPOYAS-CHETO,F,ZonasEscolares/excels/AMAZONAS-CHACHAPOYAS-CHETO.xlsx
010105,AMAZONAS,CHACHAPOYAS,CHILIQUIN,AMAZONAS-CHACHAPOYAS-CHILIQUIN,G,ZonasEscolares/excels/AMAZONAS-CHACHAPOYAS-CHILIQUIN.xlsx
010106,AMAZONAS,CHACHAPOYAS,CHUQUIBAMBA,AMAZONAS-CHACHAPOYAS-CHUQUIBAMBA,G,ZonasEscolares/excels/AMAZONAS-CHACHAPOYAS-CHUQUIBAMBA.xlsx
010107,AMAZONAS,CHACHAPOYAS,GRANADA,AMAZONAS-CHACHAPOYAS-GRANADA,F,ZonasEscolares/excels/AMAZONAS-CHACHAPOYAS-GRANADA.xlsx
010108,AMAZONAS,CHACHAPOYAS,HUANCAS,AMAZONAS-CHACHAPOYAS-HUANCAS,E,ZonasEscolares/excels/AMAZONAS-CHACHAPOYAS-HUANCAS.xlsx
010109,AMAZONAS,CHACHAPOYAS,LA_JALCA,AMAZONAS-CHACHAPOYAS-LA_JALCA,F,ZonasEscolares/excels/AMAZONAS-CHACHAPOYAS-LA_JALCA.xlsx
010110,AMAZONAS,CHACHAPOYAS,LEIMEBAMBA,AMAZONAS-CHACHAPOYAS-LEIMEBAMBA,E,ZonasEscolares/excels/AMAZONAS-CHACHAPOYAS-LEIMEBAMBA.xlsx
010111,AMAZONAS,CHACHAPOYAS,LEVANTO,AMAZONAS-CHACHAPOYAS-LEVANTO,F,ZonasEscolares/excels/AMAZONAS-CHACHAPOYAS-LEVANTO.xlsx
010112,AMAZONAS,CHACHAPOYAS,MAGDALENA,AMAZONAS-CHACHAPOYAS-MAGDALENA,E,ZonasEscolares/excels/AMAZONAS-CHACHAPOYAS-MAGDALENA.xlsx
010113,AMAZONAS,CHACHAPOYAS,MARISCAL_CASTILLA,AMAZONAS-CHACHAPOYAS-MARISCAL_CASTILLA,E,ZonasEscolares/excels/AMAZONAS-CHACHAPOYAS-MARISCAL_CASTILLA.xlsx
010114,AMAZONAS,CHACHAPOYAS,MOLINOPAMPA,AMAZONAS-CHACHAPOYAS-MOLINOPAMPA,G,ZonasEscolares/excels/AMAZONAS-CHACHAPOYAS-MOLINOPAMPA.xlsx
010115,AMAZONAS,CHACHAPOYAS,MONTEVIDEO,AMAZONAS-CHACHAPOYAS-MONTEVIDEO,E,ZonasEscolares/excels/AMAZONAS-CHACHAPOYAS-MONTEVIDEO.xlsx
010116,AMAZONAS,CHACHAPOYAS,OLLEROS,AMAZONAS-CHACHAPOYAS-OLLEROS,F,ZonasEscolares/excels/AMAZONAS-CHACHAPOYAS-OLLEROS.xlsx
010117,AMAZONAS,CHACHAPOYAS,QUINJALCA,AMAZONAS-CHACHAPOYAS-QUINJALCA,G,ZonasEscolares/excels/AMAZONAS-CHACHAPOYAS-QUINJALCA.xlsx
010118,AMAZONAS,CHACHAPOYAS,SAN_FRANCISCO_DE_DAGUAS,AMAZONAS-CHACHAPOYAS-SAN_FRANCISCO_DE_DAGUAS,E,ZonasEscolares/excels/AMAZONAS-CHACHAPOYAS-SAN_FRANCISCO_DE_DAGUAS.xlsx
010119,AMAZONAS,CHACHAPOYAS,SAN_ISIDRO_DE_MAINO,AMAZONAS-CHACHAPOYAS-SAN_ISIDRO_DE_MAINO,E,ZonasEscolares/excels/AMAZONAS-CHACHAPOYAS-SAN_ISIDRO_DE_MAINO.xlsx
010120,AMAZONAS,CHACHAPOYAS,SOLOCO,AMAZONAS-CHACHAPOYAS-SOLOCO,G,ZonasEscolares/excels/AMAZONAS-CHACHAPOYAS-SOLOCO.xlsx
010121,AMAZONAS,CHACHAPOYAS,SONCHE,AMAZONAS-CHACHAPOYAS-SONCHE,F,ZonasEscolares/excels/AMAZONAS-CHACHAPOYAS-SONCHE.xlsx
010201,AMAZONAS,BAGUA,BAGUA,AMAZONAS-BAGUA-BAGUA,A,ZonasEscolares/excels/AMAZONAS-BAGUA-BAGUA.xlsx
010202,AMAZONAS,BAGUA,ARAMANGO,AMAZONAS-BAGUA-ARAMANGO,G,ZonasEscolares/excels/AMAZONAS-BAGUA-ARAMANGO.xlsx
010203,AMAZONAS,BAGUA,COPALLIN,AMAZONAS-BAGUA-COPALLIN,F,ZonasEscolares/excels/AMAZONAS-BAGUA-COPALLIN.xlsx
010204,AMAZONAS,BAGUA,EL_PARCO,AMAZONAS-BAGUA-EL_PARCO,F,ZonasEscolares/excels/AMAZONAS-BAGUA-EL_PARCO.xlsx
010205,AMAZONAS,BAGUA,IMAZA,AMAZONAS-BAGUA-IMAZA,G,ZonasEscolares/excels/AMAZONAS-BAGUA-IMAZA.xlsx
010206,AMAZONAS,BAGUA,LA_PECA,AMAZONAS-BAGUA-LA_PECA,F,ZonasEscolares/excels/AMAZONAS-BAGUA-LA_PECA.xlsx
010301,AMAZONAS,BONGARA,JUMBILLA,AMAZONAS-BONGARA-JUMBILLA,B,ZonasEscolares/excels/AMAZONAS-BONGARA-JUMBILLA.xlsx
010302,AMAZONAS,BONGARA,CHISQUILLA,AMAZONAS-BONGARA-CHISQUILLA,F,ZonasEscolares/excels/AMAZONAS-BONGARA-CHISQUILLA.xlsx
010303,AMAZONAS,BONGARA,CHURUJA,AMAZONAS-BONGARA-CHURUJA,E,ZonasEscolares/excels/AMAZONAS-BONGARA-CHURUJA.xlsx
010304,AMAZONAS,BONGARA,COROSHA,AMAZONAS-BONGARA-COROSHA,G,ZonasEscolares/excels/AMAZONAS-BONGARA-COROSHA.xlsx
010305,AMAZONAS,BONGARA,CUISPES,AMAZONAS-BONGARA-CUISPES,F,ZonasEscolares/excels/AMAZONAS-BONGARA-CUISPES.xlsx
010306,AMAZONAS,BONGARA,FLORIDA,AMAZONAS-BONGARA-FLORIDA,F,ZonasEscolares/excels/AMAZONAS-BONGARA-FLORIDA.xlsx
010307,AMAZONAS,BONGARA,JAZAN,AMAZONAS-BONGARA-JAZAN,E,ZonasEscolares/excels/AMAZONAS-BONGARA-JAZAN.xlsx
010308,AMAZONAS,BONGARA,RECTA,AMAZONAS-BONGARA-RECTA,G,ZonasEscolares/excels/AMAZONAS-BONGARA-RECTA.xlsx
010309,AMAZONAS,BONGARA,SAN_CARLOS,AMAZONAS-BONGARA-SAN_CARLOS,E,ZonasEscolares/excels/AMAZONAS-BONGARA-SAN_CARLOS.xlsx
010310,AMAZONAS,BONGARA,SHIPASBAMBA,AMAZONAS-BONGARA-SHIPASBAMBA,F,ZonasEscolares/excels/AMAZONAS-BONGARA-SHIPASBAMBA.xlsx
010311,AMAZONAS,BONGARA,VALERA,AMAZONAS-BONGARA-VALERA,G,ZonasEscolares/excels/AMAZONAS-BONGARA-VALERA.xlsx
010312,AMAZONAS,BONGARA,YAMBRASBAMBA,AMAZONAS-BONGARA-YAMBRASBAMBA,F,ZonasEscolares/excels/AMAZONAS-BONGARA-YAMBRASBAMBA.xlsx
010401,AMAZONAS,CONDORCANQUI,NIEVA,AMAZONAS-CONDORCANQUI-NIEVA,B,ZonasEscolares/excels/AMAZONAS-CONDORCANQUI-NIEVA.xlsx
010402,AMAZONAS,CONDORCANQUI,EL_CENEPA,AMAZONAS-CONDORCANQUI-EL_CENEPA,G,ZonasEscolares/excels/AMAZONAS-CONDORCANQUI-EL_CENEPA.xlsx
010403,AMAZONAS,CONDORCANQUI,RIO_SANTIAGO,AMAZONAS-CONDORCANQUI-RIO_SANTIAGO,G,ZonasEscolares/excels/AMAZONAS-CONDORCANQUI-RIO_SANTIAGO.xlsx
010501,AMAZONAS,LUYA,LAMUD,AMAZONAS-LUYA-LAMUD,B,ZonasEscolares/excels/AMAZONAS-LUYA-LAMUD.xlsx
010502,AMAZONAS,LUYA,CAMPORREDONDO,AMAZONAS-LUYA-CAMPORREDONDO,F,ZonasEscolares/excels/AMAZONAS-LUYA-CAMPORREDONDO.xlsx
010503,AMAZONAS,LUYA,COCABAMBA,AMAZONAS-LUYA-COCABAMBA,G,ZonasEscolares/excels/AMAZONAS-LUYA-COCABAMBA.xlsx
010504,AMAZONAS,LUYA,COLCAMAR,AMAZONAS-LUYA-COLCAMAR,F,ZonasEscolares/excels/AMAZONAS-LUYA-COLCAMAR.xlsx
010505,AMAZONAS,LUYA,CONILA,AMAZONAS-LUYA-CONILA,F,ZonasEscolares/excels/AMAZONAS-LUYA-CONILA.xlsx
010506,AMAZONAS,LUYA,INGUILPATA,AMAZONAS-LUYA-INGUILPATA,F,ZonasEscolares/excels/AMAZONAS-LUYA-INGUILPATA.xlsx
010507,AMAZONAS,LUYA,LONGUITA,AMAZONAS-LUYA-LONGUITA,G,ZonasEscolares/excels/AMAZONAS-LUYA-LONGUITA.xlsx
010508,AMAZONAS,LUYA,LONYA_CHICO,AMAZONAS-LUYA-LONYA_CHICO,F,ZonasEscolares/excels/AMAZONAS-LUYA-LONYA_CHICO.xlsx
010509,AMAZONAS,LUYA,LUYA,AMAZONAS-LUYA-LUYA,F,ZonasEscolares/excels/AMAZONAS-LUYA-LUYA.xlsx
010510,AMAZONAS,LUYA,LUYA_VIEJO,AMAZONAS-LUYA-LUYA_VIEJO,E,ZonasEscolares/excels/AMAZONAS-LUYA-LUYA_VIEJO.xlsx
010511,AMAZONAS,LUYA,MARIA,AMAZONAS-LUYA-MARIA,F,ZonasEscolares/excels/AMAZONAS-LUYA-MARIA.xlsx
010512,AMAZONAS,LUYA,OCALLI,AMAZONAS-LUYA-OCALLI,F,ZonasEscolares/excels/AMAZONAS-LUYA-OCALLI.xlsx
010513,AMAZONAS,LUYA,OCUMAL,AMAZONAS-LUYA-OCUMAL,G,ZonasEscolares/excels/AMAZONAS-LUYA-OCUMAL.xlsx
010514,AMAZONAS,LUYA,PISUQUIA,AMAZONAS-LUYA-PISUQUIA,G,ZonasEscolares/excels/AMAZONAS-LUYA-PISUQUIA.xlsx
010515,AMAZONAS,LUYA,PROVIDENCIA,AMAZONAS-LUYA-PROVIDENCIA,G,ZonasEscolares/excels/AMAZONAS-LUYA-PROVIDENCIA.xlsx
010516,AMAZONAS,LUYA,SAN_CRISTOBAL,AMAZONAS-LUYA-SAN_CRISTOBAL,E,ZonasEscolares/excels/AMAZONAS-LUYA-SAN_CRISTOBAL.xlsx
010517,AMAZONAS,LUYA,SAN_FRANCISCO_DEL_YESO,AMAZONAS-LUYA-SAN_FRANCISCO_DEL_YESO,F,ZonasEscolares/excels/AMAZONAS-LUYA-SAN_FRANCISCO_DEL_YESO.xlsx
010518,AMAZONAS,LUYA,SAN_JERONIMO,AMAZONAS-LUYA-SAN_JERONIMO,G,ZonasEscolares/excels/AMAZONAS-LUYA-SAN_JERONIMO.xlsx
010519,AMAZONAS,LUYA,SAN_JUAN_DE_LOPECANCHA,AMAZONAS-LUYA-SAN_JUAN_DE_LOPECANCHA,G,ZonasEscolares/excels/AMAZONAS-LUYA-SAN_JUAN_DE_LOPECANCHA.xlsx
010520,AMAZONAS,LUYA,SANTA_CATALINA,AMAZONAS-LUYA-SANTA_CATALINA,G,ZonasEscolares/excels/AMAZONAS-LUYA-SANTA_CATALINA.xlsx
010521,AMAZONAS,LUYA,SANTO_TOMAS,AMAZONAS-LUYA-SANTO_TOMAS,G,ZonasEscolares/excels/AMAZONAS-LUYA-SANTO_TOMAS.xlsx
010522,AMAZONAS,LUYA,TINGO,AMAZONAS-LUYA-TINGO,F,ZonasEscolares/excels/AMAZONAS-LUYA-TINGO.xlsx
010523,AMAZONAS,LUYA,TRITA,AMAZONAS-LUYA-TRITA,F,ZonasEscolares/excels/AMAZONAS-LUYA-TRITA.xlsx
010601,AMAZONAS,RODRIGUEZ_DE_MENDOZA,SAN_NICOLAS,AMAZONAS-RODRIGUEZ_DE_MENDOZA-SAN_NICOLAS,B,ZonasEscolares/excels/AMAZONAS-RODRIGUEZ_DE_MENDOZA-SAN_NICOLAS.xlsx
010602,AMAZONAS,RODRIGUEZ_DE_MENDOZA,CHIRIMOTO,AMAZONAS-RODRIGUEZ_DE_MENDOZA-CHIRIMOTO,G,ZonasEscolares/excels/AMAZONAS-RODRIGUEZ_DE_MENDOZA-CHIRIMOTO.xlsx
010603,AMAZONAS,RODRIGUEZ_DE_MENDOZA,COCHAMAL,AMAZONAS-RODRIGUEZ_DE_MENDOZA-COCHAMAL,E,ZonasEscolares/excels/AMAZONAS-RODRIGUEZ_DE_MENDOZA-COCHAMAL.xlsx
010604,AMAZONAS,RODRIGUEZ_DE_MENDOZA,HUAMBO,AMAZONAS-RODRIGUEZ_DE_MENDOZA-HUAMBO,G,ZonasEscolares/excels/AMAZONAS-RODRIGUEZ_DE_MENDOZA-HUAMBO.xlsx
010605,AMAZONAS,RODRIGUEZ_DE_MENDOZA,LIMABAMBA,AMAZONAS-RODRIGUEZ_DE_MENDOZA-LIMABAMBA,G,ZonasEscolares/excels/AMAZONAS-RODRIGUEZ_DE_MENDOZA-LIMABAMBA.xlsx
010606,AMAZONAS,RODRIGUEZ_DE_MENDOZA,LONGAR,AMAZONAS-RODRIGUEZ_DE_MENDOZA-LONGAR,F,ZonasEscolares/excels/AMAZONAS-RODRIGUEZ_DE_MENDOZA-LONGAR.xlsx
010607,AMAZONAS,RODRIGUEZ_DE_MENDOZA,MARISCAL_BENAVIDES,AMAZONAS-RODRIGUEZ_DE_MENDOZA-MARISCAL_BENAVIDES,F,ZonasEscolares/excels/AMAZONAS-RODRIGUEZ_DE_MENDOZA-MARISCAL_BENAVIDES.xlsx
010608,AMAZONAS,RODRIGUEZ_DE_MENDOZA,MILPUC,AMAZONAS-RODRIGUEZ_DE_MENDOZA-MILPUC,F,ZonasEscolares/excels/AMAZONAS-RODRIGUEZ_DE_MENDOZA-MILPUC.xlsx
010609,AMAZONAS,RODRIGUEZ_DE_MENDOZA,OMIA,AMAZONAS-RODRIGUEZ_DE_MENDOZA-OMIA,G,ZonasEscolares/excels/AMAZONAS-RODRIGUEZ_DE_MENDOZA-OMIA.xlsx
010610,AMAZONAS,RODRIGUEZ_DE_MENDOZA,SANTA_ROSA,AMAZONAS-RODRIGUEZ_DE_MENDOZA-SANTA_ROSA,G,ZonasEscolares/excels/AMAZONAS-RODRIGUEZ_DE_MENDOZA-SANTA_ROSA.xlsx
010611,AMAZONAS,RODRIGUEZ_DE_MENDOZA,TOTORA,AMAZONAS-RODRIGUEZ_DE_MENDOZA-TOTORA,G,ZonasEscolares/excels/AMAZONAS-RODRIGUEZ_DE_MENDOZA-TOTORA.xlsx
010612,AMAZONAS,RODRIGUEZ_DE_MENDOZA,VISTA_ALEGRE,AMAZONAS-RODRIGUEZ_DE_MENDOZA-VISTA_ALEGRE,G,ZonasEscolares/excels/AMAZONAS-RODRIGUEZ_DE_MENDOZA-VISTA_ALEGRE.xlsx
010701,AMAZONAS,UTCUBAMBA,BAGUA_GRANDE,AMAZONAS-UTCUBAMBA-BAGUA_GRANDE,A,ZonasEscolares/excels/AMAZONAS-UTCUBAMBA-BAGUA_GRANDE.xlsx
010702,AMAZONAS,UTCUBAMBA,CAJARURO,AMAZONAS-UTCUBAMBA-CAJARURO,G,ZonasEscolares/excels/AMAZONAS-UTCUBAMBA-CAJARURO.xlsx
010703,AMAZONAS,UTCUBAMBA,CUMBA,AMAZONAS-UTCUBAMBA-CUMBA,F,ZonasEscolares/excels/AMAZONAS-UTCUBAMBA-CUMBA.xlsx
010704,AMAZONAS,UTCUBAMBA,EL_MILAGRO,AMAZONAS-UTCUBAMBA-EL_MILAGRO,F,ZonasEscolares/excels/AMAZONAS-UTCUBAMBA-EL_MILAGRO.xlsx
010705,AMAZONAS,UTCUBAMBA,JAMALCA,AMAZONAS-UTCUBAMBA-JAMALCA,G,ZonasEscolares/excels/AMAZONAS-UTCUBAMBA-JAMALCA.xlsx
010706,AMAZONAS,UTCUBAMBA,LONYA_GRANDE,AMAZONAS-UTCUBAMBA-LONYA_GRANDE,F,ZonasEscolares/excels/AMAZONAS-UTCUBAMBA-LONYA_GRANDE.xlsx
010707,AMAZONAS,UTCUBAMBA,YAMON,AMAZONAS-UTCUBAMBA-YAMON,G,ZonasEscolares/excels/AMAZONAS-UTCUBAMBA-YAMON.xlsx
020101,ANCASH,HUARAZ,HUARAZ,ANCASH-HUARAZ-HUARAZ,A,ZonasEscolares/excels/ANCASH-HUARAZ-HUARAZ.xlsx
020102,ANCASH,HUARAZ,COCHABAMBA,ANCASH-HUARAZ-COCHABAMBA,G,ZonasEscolares/excels/ANCASH-HUARAZ-COCHABAMBA.xlsx
020103,ANCASH,HUARAZ,COLCABAMBA,ANCASH-HUARAZ-COLCABAMBA,F,ZonasEscolares/excels/ANCASH-HUARAZ-COLCABAMBA.xlsx
020104,ANCASH,HUARAZ,HUANCHAY,ANCASH-HUARAZ-HUANCHAY,G,ZonasEscolares/excels/ANCASH-HUARAZ-HUANCHAY.xlsx
020105,ANCASH,HUARAZ,INDEPENDENCIA,ANCASH-HUARAZ-INDEPENDENCIA,D,ZonasEscolares/excels/ANCASH-HUARAZ-INDEPENDENCIA.xlsx
020106,ANCASH,HUARAZ,JANGAS,ANCASH-HUARAZ-JANGAS,F,ZonasEscolares/excels/ANCASH-HUARAZ-JANGAS.xlsx
020107,ANCASH,HUARAZ,LA_LIBERTAD,ANCASH-HUARAZ-LA_LIBERTAD,G,ZonasEscolares/excels/ANCASH-HUARAZ-LA_LIBERTAD.xlsx
020108,ANCASH,HUARAZ,OLLEROS,ANCASH-HUARAZ-OLLEROS,F,ZonasEscolares/excels/ANCASH-HUARAZ-OLLEROS.xlsx
020109,ANCASH,HUARAZ,PAMPAS_GRANDE,ANCASH-HUARAZ-PAMPAS_GRANDE,G,ZonasEscolares/excels/ANCASH-HUARAZ-PAMPAS_GRANDE.xlsx
020110,ANCASH,HUARAZ,PARIACOTO,ANCASH-HUARAZ-PARIACOTO,G,ZonasEscolares/excels/ANCASH-HUARAZ-PARIACOTO.xlsx
020111,ANCASH,HUARAZ,PIRA,ANCASH-HUARAZ-PIRA,G,ZonasEscolares/excels/ANCASH-HUARAZ-PIRA.xlsx
020112,ANCASH,HUARAZ,TARICA,ANCASH-HUARAZ-TARICA,G,ZonasEscolares/excels/ANCASH-HUARAZ-TARICA.xlsx
020201,ANCASH,AIJA,AIJA,ANCASH-AIJA-AIJA,B,ZonasEscolares/excels/ANCASH-AIJA-AIJA.xlsx
020202,ANCASH,AIJA,CORIS,ANCASH-AIJA-CORIS,G,ZonasEscolares/excels/ANCASH-AIJA-CORIS.xlsx
020203,ANCASH,AIJA,HUACLLAN,ANCASH-AIJA-HUACLLAN,F,ZonasEscolares/excels/ANCASH-AIJA-HUACLLAN.xlsx
020204,ANCASH,AIJA,LA_MERCED,ANCASH-AIJA-LA_MERCED,G,ZonasEscolares/excels/ANCASH-AIJA-LA_MERCED.xlsx
020205,ANCASH,AIJA,SUCCHA,ANCASH-AIJA-SUCCHA,F,ZonasEscolares/excels/ANCASH-AIJA-SUCCHA.xlsx
020301,ANCASH,ANTONIO_RAYMONDI,LLAMELLIN,ANCASH-ANTONIO_RAYMONDI-LLAMELLIN,B,ZonasEscolares/excels/ANCASH-ANTONIO_RAYMONDI-LLAMELLIN.xlsx
020302,ANCASH,ANTONIO_RAYMONDI,ACZO,ANCASH-ANTONIO_RAYMONDI-ACZO,F,ZonasEscolares/excels/ANCASH-ANTONIO_RAYMONDI-ACZO.xlsx
020303,ANCASH,ANTONIO_RAYMONDI,CHACCHO,ANCASH-ANTONIO_RAYMONDI-CHACCHO,G,ZonasEscolares/excels/ANCASH-ANTONIO_RAYMONDI-CHACCHO.xlsx
020304,ANCASH,ANTONIO_RAYMONDI,CHINGAS,ANCASH-ANTONIO_RAYMONDI-CHINGAS,F,ZonasEscolares/excels/ANCASH-ANTONIO_RAYMONDI-CHINGAS.xlsx
020305,ANCASH,ANTONIO_RAYMONDI,MIRGAS,ANCASH-ANTONIO_RAYMONDI-MIRGAS,G,ZonasEscolares/excels/ANCASH-ANTONIO_RAYMONDI-MIRGAS.xlsx
020306,ANCASH,ANTONIO_RAYMONDI,SAN_JUAN_DE_RONTOY,ANCASH-ANTONIO_RAYMONDI-SAN_JUAN_DE_RONTOY,G,ZonasEscolares/excels/ANCASH-ANTONIO_RAYMONDI-SAN_JUAN_DE_RONTOY.xlsx
020401,ANCASH,ASUNCION,CHACAS,ANCASH-ASUNCION-CHACAS,B,ZonasEscolares/excels/ANCASH-ASUNCION-CHACAS.xlsx
020402,ANCASH,ASUNCION,ACOCHACA,ANCASH-ASUNCION-ACOCHACA,G,ZonasEscolares/excels/ANCASH-ASUNCION-ACOCHACA.xlsx
020501,ANCASH,BOLOGNESI,CHIQUIAN,ANCASH-BOLOGNESI-CHIQUIAN,B,ZonasEscolares/excels/ANCASH-BOLOGNESI-CHIQUIAN.xlsx
020502,ANCASH,BOLOGNESI,ABELARDO_PARDO_LEZAMETA,ANCASH-BOLOGNESI-ABELARDO_PARDO_LEZAMETA,E,ZonasEscolares/excels/ANCASH-BOLOGNESI-ABELARDO_PARDO_LEZAMETA.xlsx
020503,ANCASH,BOLOGNESI,ANTONIO_RAYMONDI,ANCASH-BOLOGNESI-ANTONIO_RAYMONDI,G,ZonasEscolares/excels/ANCASH-BOLOGNESI-ANTONIO_RAYMONDI.xlsx
020504,ANCASH,BOLOGNESI,AQUIA,ANCASH-BOLOGNESI-AQUIA,F,ZonasEscolares/excels/ANCASH-BOLOGNESI-AQUIA.xlsx
020505,ANCASH,BOLOGNESI,CAJACAY,ANCASH-BOLOGNESI-CAJACAY,F,ZonasEscolares/excels/ANCASH-BOLOGNESI-CAJACAY.xlsx
020506,ANCASH,BOLOGNESI,CANIS,ANCASH-BOLOGNESI-CANIS,E,ZonasEscolares/excels/ANCASH-BOLOGNESI-CANIS.xlsx
020507,ANCASH,BOLOGNESI,COLQUIOC,ANCASH-BOLOGNESI-COLQUIOC,E,ZonasEscolares/excels/ANCASH-BOLOGNESI-COLQUIOC.xlsx
020508,ANCASH,BOLOGNESI,HUALLANCA,ANCASH-BOLOGNESI-HUALLANCA,E,ZonasEscolares/excels/ANCASH-BOLOGNESI-HUALLANCA.xlsx
020509,ANCASH,BOLOGNESI,HUASTA,ANCASH-BOLOGNESI-HUASTA,E,ZonasEscolares/excels/ANCASH-BOLOGNESI-HUASTA.xlsx
020510,ANCASH,BOLOGNESI,HUAYLLACAYAN,ANCASH-BOLOGNESI-HUAYLLACAYAN,G,ZonasEscolares/excels/ANCASH-BOLOGNESI-HUAYLLACAYAN.xlsx
020511,ANCASH,BOLOGNESI,LA_PRIMAVERA,ANCASH-BOLOGNESI-LA_PRIMAVERA,E,ZonasEscolares/excels/ANCASH-BOLOGNESI-LA_PRIMAVERA.xlsx
020512,ANCASH,BOLOGNESI,MANGAS,ANCASH-BOLOGNESI-MANGAS,E,ZonasEscolares/excels/ANCASH-BOLOGNESI-MANGAS.xlsx
020513,ANCASH,BOLOGNESI,PACLLON,ANCASH-BOLOGNESI-PACLLON,E,ZonasEscolares/excels/ANCASH-BOLOGNESI-PACLLON.xlsx
020514,ANCASH,BOLOGNESI,SAN_MIGUEL_DE_CORPANQUI,ANCASH-BOLOGNESI-SAN_MIGUEL_DE_CORPANQUI,E,ZonasEscolares/excels/ANCASH-BOLOGNESI-SAN_MIGUEL_DE_CORPANQUI.xlsx
020515,ANCASH,BOLOGNESI,TICLLOS,ANCASH-BOLOGNESI-TICLLOS,E,ZonasEscolares/excels/ANCASH-BOLOGNESI-TICLLOS.xlsx
020601,ANCASH,CARHUAZ,CARHUAZ,ANCASH-CARHUAZ-CARHUAZ,B,ZonasEscolares/excels/ANCASH-CARHUAZ-CARHUAZ.xlsx
020602,ANCASH,CARHUAZ,ACOPAMPA,ANCASH-CARHUAZ-ACOPAMPA,F,ZonasEscolares/excels/ANCASH-CARHUAZ-ACOPAMPA.xlsx
020603,ANCASH,CARHUAZ,AMASHCA,ANCASH-CARHUAZ-AMASHCA,F,ZonasEscolares/excels/ANCASH-CARHUAZ-AMASHCA.xlsx
020604,ANCASH,CARHUAZ,ANTA,ANCASH-CARHUAZ-ANTA,G,ZonasEscolares/excels/ANCASH-CARHUAZ-ANTA.xlsx
020605,ANCASH,CARHUAZ,ATAQUERO,ANCASH-CARHUAZ-ATAQUERO,G,ZonasEscolares/excels/ANCASH-CARHUAZ-ATAQUERO.xlsx
020606,ANCASH,CARHUAZ,MARCARA,ANCASH-CARHUAZ-MARCARA,F,ZonasEscolares/excels/ANCASH-CARHUAZ-MARCARA.xlsx
020607,ANCASH,CARHUAZ,PARIAHUANCA,ANCASH-CARHUAZ-PARIAHUANCA,F,ZonasEscolares/excels/ANCASH-CARHUAZ-PARIAHUANCA.xlsx
020608,ANCASH,CARHUAZ,SAN_MIGUEL_DE_ACO,ANCASH-CARHUAZ-SAN_MIGUEL_DE_ACO,G,ZonasEscolares/excels/ANCASH-CARHUAZ-SAN_MIGUEL_DE_ACO.xlsx
020609,ANCASH,CARHUAZ,SHILLA,ANCASH-CARHUAZ-SHILLA,G,ZonasEscolares/excels/ANCASH-CARHUAZ-SHILLA.xlsx
020610,ANCASH,CARHUAZ,TINCO,ANCASH-CARHUAZ-TINCO,F,ZonasEscolares/excels/ANCASH-CARHUAZ-TINCO.xlsx
020611,ANCASH,CARHUAZ,YUNGAR,ANCASH-CARHUAZ-YUNGAR,G,ZonasEscolares/excels/ANCASH-CARHUAZ-YUNGAR.xlsx
020701,ANCASH,CARLOS_FERMIN_FITZCARRALD,SAN_LUIS,ANCASH-CARLOS_FERMIN_FITZCARRALD-SAN_LUIS,B,ZonasEscolares/excels/ANCASH-CARLOS_FERMIN_FITZCARRALD-SAN_LUIS.xlsx
020702,ANCASH,CARLOS_FERMIN_FITZCARRALD,SAN_NICOLAS,ANCASH-CARLOS_FERMIN_FITZCARRALD-SAN_NICOLAS,G,ZonasEscolares/excels/ANCASH-CARLOS_FERMIN_FITZCARRALD-SAN_NICOLAS.xlsx
020703,ANCASH,CARLOS_FERMIN_FITZCARRALD,YAUYA,ANCASH-CARLOS_FERMIN_FITZCARRALD-YAUYA,G,ZonasEscolares/excels/ANCASH-CARLOS_FERMIN_FITZCARRALD-YAUYA.xlsx
020801,ANCASH,CASMA,CASMA,ANCASH-CASMA-CASMA,A,ZonasEscolares/excels/ANCASH-CASMA-CASMA.xlsx
020802,ANCASH,CASMA,BUENA_VISTA_ALTA,ANCASH-CASMA-BUENA_VISTA_ALTA,F,ZonasEscolares/excels/ANCASH-CASMA-BUENA_VISTA_ALTA.xlsx
020803,ANCASH,CASMA,COMANDANTE_NOEL,ANCASH-CASMA-COMANDANTE_NOEL,E,ZonasEscolares/excels/ANCASH-CASMA-COMANDANTE_NOEL.xlsx
020804,ANCASH,CASMA,YAUTAN,ANCASH-CASMA-YAUTAN,F,ZonasEscolares/excels/ANCASH-CASMA-YAUTAN.xlsx
020901,ANCASH,CORONGO,CORONGO,ANCASH-CORONGO-CORONGO,B,ZonasEscolares/excels/ANCASH-CORONGO-CORONGO.xlsx
